Фамилия;Имя;Отчество;Пол;Возраст;Стаж вождения;Марка автомобиля;Тип страхования;Легкое ДТП;Крупное ДТП;Угон, ДТП без востановления авто;Выплата, руб.
Семенова ;Милана;Романовна;жен;19;0;Lada 4x4;частичное;0;0;0;0
Петрова;Полина;Матвеевна;жен;33;11;Lada Granta;частичное;0;0;0;0
Соколова;Виктория;Глебовна;жен;71;49;Skoda Octavia A7;полное;0;0;0;0
Козлов ;Тимур;Кириллович;муж;60;27;Lada Kalina;полное;1;0;0;14545.2
Васильев;Арсений;Дамирович;муж;43;21;Mazda CX-5;полное;0;1;0;1125000
Алексеев ;Владислав;Иванович;муж;47;28;KIA Rio;частичное;0;0;0;0
Макарова;Стася;Алексеевна;жен;47;27;Lada Vesta;полное;0;0;0;0
Зайцев ;Максим;Артемович;муж;30;6;Hyundai Solaris;частичное;0;0;0;0
Зайцев ;Дмитрий;Кириллович;муж;47;25;KIA Sportage;полное;0;0;0;0
Морозов ;Иван;Кириллович;муж;44;22;Hyundai Solaris;частичное;1;0;0;96595.4
Максимов ;Аскар;Аланович;муж;31;7;Chevrolet NIVA;частичное;0;0;0;0
Александров ;Дмитрий;Богданович;муж;31;10;Lada Granta;частичное;0;0;0;0
Яковлева;Дарина;Дмитриевна;жен;52;33;Hyundai Solaris;полное;0;0;0;0
Алексеев ;Демид;Ильич;муж;76;55;Lada X-Ray;частичное;0;0;0;0
Попов;Замир;Маркович;муж;22;0;VW Polo;частичное;0;0;1;0
Соколов;Арсений;Егорович;муж;48;24;Lada Largus;частичное;0;0;0;0
Соколов;Тимофей;Тимофеевич;муж;55;36;Lada Largus;частичное;0;0;0;0
Алексеев ;Арсений;Алексеевич;муж;48;18;Renault Sandero;частичное;0;0;0;0
Дмитриев ;Тимур;Русланович;муж;30;6;Renault Duster;полное;0;0;0;0
Петров;Руслан;Кириллович;муж;58;36;Mazda CX-5;частичное;1;0;0;203944.8
Волков ;Илья;Тимофеевич;муж;73;52;VW Polo;частичное;0;0;0;0
Андреев ;Марк;Константинович;муж;38;20;Hyundai Solaris;частичное;0;0;0;0
Попов;Аскар;Вячеславович;муж;44;13;Toyota RAV 4;частичное;1;0;0;33497.7
Никитина;Ольга;Вадимовна;жен;19;0;Hyundai Solaris;полное;1;0;0;21341.2
Гусева;Виктория;Дмитриевна;жен;30;6;Lada Vesta;полное;0;0;0;0
Гусева;Дарина;Никитична;жен;40;21;Lada Largus;частичное;0;0;0;0
Иванов;Артём;Игоревич;муж;35;4;Chevrolet NIVA;полное;0;0;0;0
Захаров ;Михаил;Русланович;муж;22;0;KIA Sportage;частичное;0;0;0;0
Петрова;Есения;Замировна;жен;47;14;Renault Sandero;полное;1;0;0;7500
Макарова;Алина;Артемовна;жен;32;14;Renault Duster;частичное;0;0;0;0
Григорьева ;Амелия;Андреевна;жен;26;4;Lada X-Ray;полное;0;0;0;0
Морозова;Дарья;Демидовна;жен;58;26;Hyundai Creta;полное;0;0;0;0
Кузнецов;Александр;Вячеславович;муж;33;10;Toyota RAV 4;полное;0;0;0;0
Алексеев ;Тимур;Артемович;муж;60;31;Lada Granta;частичное;0;0;0;0
Борисова;Анна;Ивановна;жен;40;16;Lada Kalina;частичное;0;0;0;0
Воробьева;Амелия;Денисовна;жен;54;34;Lada X-Ray;частичное;0;0;0;0
Орлов ;Глеб;Владиславович;муж;22;0;Lada Vesta;частичное;0;0;0;0
Королев ;Даниил;Дамирович;муж;34;9;Renault Kaptur;частичное;0;1;0;466111.9
Зайцева;Анастасия;Владиславовна;жен;55;37;Lada X-Ray;полное;0;0;0;0
Лебедев ;Елисей;Арсеньевич;муж;67;39;Lada Vesta;частичное;1;0;0;7500
Кузнецов;Александр;Максимович;муж;77;46;Lada 4x4;частичное;1;0;0;38094.7
Васильев;Тимофей;Алексеевич;муж;52;28;VW Polo;частичное;0;0;0;0
Никитин ;Кирилл;Вадимович;муж;32;10;Skoda Octavia A7;полное;0;0;0;0
Козлов ;Дмитрий;Демидович;муж;30;11;VW Tiguan;частичное;0;0;0;0
Королева;Виктория;Матвеевна;жен;36;12;Mazda CX-5;частичное;0;0;0;0
Новиков;Кирилл;Тимурович;муж;32;12;Hyundai Solaris;частичное;0;0;0;0
Александрова ;Милослава;Максимовна;жен;37;17;Lada Granta;полное;0;0;0;0
Николаев ;Алан;Семенович;муж;18;0;Lada Kalina;частичное;1;0;0;31079.8
Белов ;Артём;Владиславович;муж;37;5;Renault Logan;частичное;0;0;0;0
Орлов ;Тимофей;Матвеевич;муж;23;0;Hyundai Solaris;частичное;0;0;0;0
Семенов ;Максим;Владиславович;муж;46;15;VW Polo;частичное;1;0;0;10574.2
Николаев ;Евгений;Демидович;муж;52;30;Lada X-Ray;частичное;0;0;0;0
Новикова;Мария;Алексеевна;жен;44;25;Lada Vesta;частичное;0;0;0;0
Соколов;Тимофей;Глебович;муж;37;13;Hyundai Solaris;частичное;0;0;0;0
Андреев ;Артём;Матвеевич;муж;50;27;VW Tiguan;частичное;1;0;0;65227.5
Белова;Элина;Руслановна;жен;26;2;Chevrolet NIVA;частичное;0;0;0;0
Андреева;Марьяна;Арсеньевна;жен;36;13;KIA Sportage;частичное;0;0;0;0
Алексеев ;Даниил;Романович;муж;34;3;Hyundai Solaris;частичное;1;0;0;150000
Морозов ;Тимур;Максимович;муж;57;26;KIA Rio;полное;0;1;0;50000
Петров;Тимур;Сергеевич;муж;52;29;Lada Vesta;частичное;1;0;0;31921.3
Кузнецова;Ульяна;Тимофеевна;жен;36;16;Renault Sandero;частичное;0;0;0;0
Николаев ;Замир;Дамирович;муж;53;19;Nissan X-Trail;полное;0;0;0;0
Григорьев ;Александр;Михайлович;муж;19;0;Lada 4x4;частичное;0;0;0;0
Лебедева;Анастасия;Павловна;жен;64;25;Lada Vesta;частичное;1;0;0;31558.5
Королев ;Вадим;Матвеевич;муж;35;3;KIA Rio;полное;1;0;0;59127.3
Макаров ;Вадим;Владиславович;муж;54;25;Lada Largus;частичное;0;0;0;0
Николаев ;Илья;Русланович;муж;45;26;Hyundai Solaris;частичное;0;0;0;0
Никитин ;Роман;Александрович;муж;76;49;Lada X-Ray;частичное;1;0;0;7500
Петров;Алексей;Евгеньевич;муж;57;38;Chevrolet NIVA;частичное;0;0;0;0
Макарова;Елизавета;Кирилловна;жен;47;28;Renault Logan;частичное;1;0;0;14418.6
Кузьмина;Екатерина;Тимофеевна;жен;42;20;Lada Vesta;частичное;0;0;0;0
Васильев;Тимофей;Сергеевич;муж;78;45;Renault Sandero;частичное;0;0;0;0
Макарова;Ксения;Андреевна;жен;56;37;KIA Rio;полное;0;0;0;0
Андреев ;Роман;Тимофеевич;муж;43;18;Lada X-Ray;частичное;0;0;0;0
Алексеев ;Демид;Денисович;муж;43;22;Hyundai Creta;частичное;0;0;0;0
Кузнецов;Арсений;Тимофеевич;муж;41;13;Hyundai Solaris;полное;0;0;0;0
Александрова ;Ольга;Ярославовна;жен;21;0;Lada Granta;полное;0;0;0;0
Федоров ;Дамир;Давидович;муж;44;19;Hyundai Creta;частичное;0;0;0;0
Степанова ;Ольга;Демидовна;жен;43;19;Lada 4x4;частичное;0;0;0;0
Медведев ;Матвей;Дамирович;муж;39;21;Mazda CX-5;частичное;1;0;0;28423.9
Козлов ;Богдан;Романович;муж;42;19;Renault Kaptur;полное;0;0;0;0
Иванова;Полина;Владиславовна;жен;57;34;Mazda CX-5;частичное;0;0;0;0
Гусева;Полина;Марковна;жен;41;18;Hyundai Creta;частичное;0;0;0;0
Морозова;Анна;Демидовна;жен;70;47;Toyota RAV 4;полное;0;0;0;0
Андреев ;Егор;Тимурович;муж;56;35;Lada Vesta;частичное;0;0;0;0
Николаева ;Арина;Арсеньевна;жен;75;55;Lada X-Ray;частичное;0;0;0;0
Соловьев ;Тимур;Владиславович;муж;46;14;Lada Granta;частичное;0;1;0;25000
Кузнецов;Игорь;Тимофеевич;муж;55;35;Skoda Rapid;частичное;0;0;0;0
Орлов ;Марк;Артемович;муж;72;51;Toyota Camry;частичное;0;0;0;0
Новиков;Ярослав;Даниилович;муж;23;0;Lada Vesta;частичное;0;0;0;0
Морозова;Виктория;Андреевна;жен;30;6;Nissan X-Trail;частичное;1;0;0;164665.2
Борисов ;Никита;Владимирович;муж;52;33;Lada Kalina;полное;0;0;0;0
Степанова ;Вероника;Богдановна;жен;63;32;Hyundai Creta;полное;0;0;0;0
Егорова;Милена;Арсеньевна;жен;68;49;VW Polo;частичное;0;0;0;0
Попов;Владислав;Егорович;муж;53;33;Renault Logan;полное;0;0;0;0
Егоров ;Богдан;Савельевич;муж;37;16;Lada Vesta;полное;1;0;0;9557.1
Дмитриев ;Денис;Романович;муж;74;42;Lada X-Ray;полное;0;0;0;0
Ильин ;Тимур;Тимурович;муж;42;24;Renault Duster;частичное;0;0;0;0
Семенова ;Юлия;Данииловна;жен;21;1;Skoda Rapid;частичное;1;0;0;7500
Попов;Ярослав;Дамирович;муж;35;16;Renault Logan;частичное;0;0;0;0
Егорова;Елизавета;Андреевна;жен;44;21;Toyota RAV 4;частичное;0;0;0;0
Новиков;Дмитрий;Романович;муж;35;3;Renault Duster;полное;0;0;0;0
Макарова;Валерия;Глебовна;жен;63;34;Nissan Qashqai;частичное;0;0;0;0
Захаров ;Тимур;Глебович;муж;26;5;Lada Vesta;частичное;0;0;0;0
Козлова;Алина;Тимуровна;жен;28;8;KIA Rio;частичное;0;0;0;0
Новикова;Елизавета;Кирилловна;жен;33;14;Nissan X-Trail;полное;1;0;0;58909.9
Козлов ;Константин;Семенович;муж;86;63;Lada Kalina;частичное;0;0;0;0
Николаев ;Даниил;Сергеевич;муж;58;34;KIA Sportage;частичное;0;1;0;709348.5
Семенов ;Сергей;Дмитриевич;муж;32;10;Renault Logan;частичное;0;0;0;0
Григорьев ;Арсений;Евгеньевич;муж;23;3;Chevrolet NIVA;частичное;0;0;0;0
Семенов ;Владислав;Максимович;муж;47;21;Lada Granta;частичное;0;0;0;0
Николаев ;Максим;Тимофеевич;муж;46;25;Skoda Rapid;частичное;0;0;0;0
Волкова;Алёна;Руслановна;жен;25;2;Toyota RAV 4;полное;0;0;0;0
Морозов ;Дмитрий;Денисович;муж;36;14;Lada Largus;полное;0;0;0;0
Николаев ;Ярослав;Игоревич;муж;76;53;Lada Granta;частичное;0;0;0;0
Соколова;Милана;Никитична;жен;40;8;Chevrolet NIVA;полное;0;0;0;0
Волкова;Марьяна;Максимовна;жен;59;37;Toyota RAV 4;частичное;0;0;0;0
Егоров ;Максим;Артемович;муж;22;0;Lada Vesta;полное;1;0;0;39145.3
Борисова;Ольга;Андреевна;жен;55;37;Renault Duster;частичное;0;0;0;0
Воробьев ;Даниил;Богданович;муж;27;6;Renault Sandero;полное;1;0;0;7500
Федорова;Амелия;Сергеевна;жен;42;16;KIA Rio;частичное;0;0;0;0
Николаев ;Богдан;Тимурович;муж;60;27;Renault Duster;полное;0;0;0;0
Андреев ;Артём;Иванович;муж;22;0;KIA Rio;частичное;1;0;0;7500
Степанов ;Роман;Артурович;муж;37;15;Nissan Qashqai;полное;0;0;0;0
Лебедев ;Кирилл;Кириллович;муж;47;27;VW Polo;полное;0;0;0;0
Алексеев ;Елисей;Алексеевич;муж;68;37;Lada Granta;полное;0;0;0;0
Новикова;Алиса;Тимофеевна;жен;50;26;Lada Kalina;частичное;0;0;0;0
Петрова;Анастасия;Тимофеевна;жен;32;6;KIA Rio;полное;1;0;0;35242.1
Андреев ;Константин;Иванович;муж;48;26;Renault Sandero;полное;0;0;0;0
Смирнова;Кира;Артемовна;жен;67;48;Hyundai Creta;частичное;0;0;0;0
Михайлова;Ульяна;Кирилловна;жен;39;13;VW Polo;частичное;0;0;0;0
